Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
"[0.8579901456832886, 0.6416142582893372, 3.6588420471161953e-07]","[0.8698418140411377, 0.41622495651245117, -0.0553511381149292]","[0.7705066800117493, 0.25973692536354065, -0.09556117653846741]","[0.637546956539154, 0.2117961198091507, -0.13900665938854218]","[0.5023773908615112, 0.2175876945257187, -0.18327157199382782]","[0.5510215163230896, 0.289151668548584, -0.1108807623386383]","[0.3136696517467499, 0.30243030190467834, -0.23346273601055145]","[0.17653316259384155, 0.32899442315101624, -0.3259275555610657]","[0.04701933264732361, 0.35441291332244873, -0.3854677975177765]","[0.5419964790344238, 0.40953925251960754, -0.1411304920911789]","[0.39515256881713867, 0.3775746524333954, -0.2546681761741638]","[0.5466108322143555, 0.3622189164161682, -0.3054257035255432]","[0.6576863527297974, 0.36435186862945557, -0.331209659576416]","[0.5819557905197144, 0.5402125120162964, -0.17960645258426666]","[0.5103744864463806, 0.5141953229904175, -0.300276517868042]","[0.6879168748855591, 0.49470072984695435, -0.31168413162231445]","[0.7864139676094055, 0.4849547743797302, -0.3011402487754822]","[0.6477980017662048, 0.6624619960784912, -0.2225072830915451]","[0.6444015502929688, 0.6528939008712769, -0.3199547231197357]","[0.7589841485023499, 0.6219460964202881, -0.3277004063129425]","[0.8183532357215881, 0.6011902093887329, -0.32009389996528625]"
"[0.9009409546852112, 0.46941399574279785, -5.652074150930275e-07]","[0.7484672665596008, 0.4485594630241394, -0.001544732484035194]","[0.5699765682220459, 0.4150783121585846, 0.012307695113122463]","[0.43938177824020386, 0.38406479358673096, 0.013574629090726376]","[0.35039788484573364, 0.39228355884552, 0.016339188441634178]","[0.46354350447654724, 0.4054948687553406, 0.06698109954595566]","[0.30148595571517944, 0.4064862132072449, 0.03276381269097328]","[0.19465214014053345, 0.4365406036376953, -0.0021331829484552145]","[0.11404269933700562, 0.46736210584640503, -0.026301942765712738]","[0.48080000281333923, 0.36428913474082947, 0.0406530424952507]","[0.33082592487335205, 0.38112321496009827, 0.0025478340685367584]","[0.2943692207336426, 0.4179316461086273, -0.02610795758664608]","[0.28498896956443787, 0.4599883258342743, -0.03910966217517853]","[0.5233385562896729, 0.3251759707927704, 0.002615255070850253]","[0.3778931498527527, 0.34050893783569336, -0.04496636614203453]","[0.3342441916465759, 0.3910358250141144, -0.0600387379527092]","[0.31526046991348267, 0.4389098286628723, -0.059429701417684555]","[0.5843513607978821, 0.28454598784446716, -0.038699425756931305]","[0.454093873500824, 0.2664324641227722, -0.08530746400356293]","[0.38151222467422485, 0.30887535214424133, -0.09905179589986801]","[0.3390190005302429, 0.36375582218170166, -0.1006762683391571]"
"[0.8665942549705505, 0.5273229479789734, 5.398987923399545e-07]","[0.7998278141021729, 0.3647395968437195, -0.09507565200328827]","[0.6266674995422363, 0.254256933927536, -0.11878707259893417]","[0.4622259736061096, 0.2434631884098053, -0.13123685121536255]","[0.36950212717056274, 0.3183438181877136, -0.13781343400478363]","[0.44165000319480896, 0.35243210196495056, -0.041255466639995575]","[0.2610810101032257, 0.3988887667655945, -0.10719811171293259]","[0.13240748643875122, 0.4327974021434784, -0.1551896035671234]","[0.023517906665802002, 0.4437626898288727, -0.19156014919281006]","[0.4534122049808502, 0.46542105078697205, -0.032929517328739166]","[0.32384857535362244, 0.5055805444717407, -0.14152687788009644]","[0.4696464240550995, 0.505103588104248, -0.18503142893314362]","[0.5781829953193665, 0.48046380281448364, -0.18658611178398132]","[0.49279096722602844, 0.5640352368354797, -0.0373355969786644]","[0.39036500453948975, 0.610546350479126, -0.15004824101924896]","[0.535683274269104, 0.5832422375679016, -0.15551047027111053]","[0.626284658908844, 0.5339182019233704, -0.1275358945131302]","[0.549881100654602, 0.647296130657196, -0.049127545207738876]","[0.47169384360313416, 0.6871898770332336, -0.12978863716125488]","[0.5669013857841492, 0.661994993686676, -0.12810009717941284]","[0.6348687410354614, 0.6174070239067078, -0.10598772764205933]"
"[0.7409380674362183, 0.7281761169433594, -2.8682975994342996e-07]","[0.7818211317062378, 0.5990412831306458, -0.11528895795345306]","[0.6892277002334595, 0.39899563789367676, -0.13072288036346436]","[0.5263804793357849, 0.29635822772979736, -0.12620088458061218]","[0.3992639183998108, 0.2601924240589142, -0.10133657604455948]","[0.5218932628631592, 0.2953151762485504, -0.039285287261009216]","[0.35674023628234863, 0.21372853219509125, -0.11906574666500092]","[0.2540952265262604, 0.18615718185901642, -0.16182158887386322]","[0.1439794898033142, 0.13738110661506653, -0.18601374328136444]","[0.46145424246788025, 0.38484328985214233, -0.012209882959723473]","[0.36116093397140503, 0.37430059909820557, -0.09256277978420258]","[0.49821045994758606, 0.47351497411727905, -0.09746140986680984]","[0.5526666641235352, 0.46515071392059326, -0.07987548410892487]","[0.4225988984107971, 0.4757212996482849, -0.008232765831053257]","[0.3474966287612915, 0.4839974343776703, -0.11555483937263489]","[0.4949175715446472, 0.5704676508903503, -0.10093455016613007]","[0.5452338457107544, 0.5473955273628235, -0.0640484020113945]","[0.4011117219924927, 0.5684772729873657, -0.014780830591917038]","[0.3573848605155945, 0.5738661289215088, -0.09668512642383575]","[0.4708558917045593, 0.6295114755630493, -0.0917593315243721]","[0.5166029930114746, 0.6215517520904541, -0.06872905790805817]"
"[0.6082563400268555, 0.775055468082428, -1.6370974265100813e-07]","[0.6611196398735046, 0.6699534058570862, -0.12388824671506882]","[0.6634854674339294, 0.4756716787815094, -0.14828521013259888]","[0.5767895579338074, 0.3327840566635132, -0.15255385637283325]","[0.49470818042755127, 0.22804617881774902, -0.13803249597549438]","[0.6144871115684509, 0.31834399700164795, -0.03932427614927292]","[0.5186554789543152, 0.18366745114326477, -0.11390159279108047]","[0.4393872618675232, 0.10365855693817139, -0.15295657515525818]","[0.3652927279472351, 0.013674318790435791, -0.17461511492729187]","[0.5276066660881042, 0.3725958466529846, -0.010066000744700432]","[0.43606191873550415, 0.3146354854106903, -0.09004830569028854]","[0.4970768690109253, 0.45021140575408936, -0.09416566044092178]","[0.5482134222984314, 0.47214028239250183, -0.07509399205446243]","[0.4556390047073364, 0.44289734959602356, -0.0042271395213902]","[0.36696985363960266, 0.40246081352233887, -0.11283338069915771]","[0.4506639540195465, 0.5354158878326416, -0.09767883270978928]","[0.5105278491973877, 0.5412334203720093, -0.05961155891418457]","[0.39477789402008057, 0.5236347913742065, -0.009420868009328842]","[0.33142319321632385, 0.48708292841911316, -0.09183740615844727]","[0.4014763832092285, 0.5795659422874451, -0.08369249850511551]","[0.4512059688568115, 0.5981702208518982, -0.058488864451646805]"
"[0.6303625702857971, 0.7885594367980957, -3.2844195629877504e-07]","[0.7398664951324463, 0.6424940824508667, -0.08364555984735489]","[0.7253832817077637, 0.43946272134780884, -0.10718311369419098]","[0.6010523438453674, 0.30747008323669434, -0.12442104518413544]","[0.4815526008605957, 0.24332742393016815, -0.13278964161872864]","[0.5913547277450562, 0.2889079451560974, -0.020992005243897438]","[0.4599977731704712, 0.1408197432756424, -0.09318117797374725]","[0.3592970371246338, 0.07530824840068817, -0.14419223368167877]","[0.27332034707069397, 0.022103339433670044, -0.1763969510793686]","[0.4937862455844879, 0.36031508445739746, -0.013977261260151863]","[0.37865644693374634, 0.277538537979126, -0.09603700786828995]","[0.4561500549316406, 0.3946957588195801, -0.12313580513000488]","[0.536632776260376, 0.4429064989089966, -0.12630242109298706]","[0.41950997710227966, 0.4508923292160034, -0.0236432533711195]","[0.31165823340415955, 0.3906676769256592, -0.12720726430416107]","[0.41010162234306335, 0.4992256462574005, -0.1265110820531845]","[0.495189368724823, 0.5264381766319275, -0.10321582108736038]","[0.3637303113937378, 0.5459733009338379, -0.040396884083747864]","[0.2800092101097107, 0.49358707666397095, -0.11768253147602081]","[0.3513146936893463, 0.5671366453170776, -0.11457429081201553]","[0.4213561415672302, 0.5943959355354309, -0.09758444130420685]"
"[0.7230774760246277, 0.7080605030059814, 3.688358276576764e-07]","[0.7979883551597595, 0.6345045566558838, -0.1252555251121521]","[0.8072851896286011, 0.49552440643310547, -0.21333514153957367]","[0.7393604516983032, 0.39685750007629395, -0.288928747177124]","[0.6675644516944885, 0.30177897214889526, -0.3621325194835663]","[0.6066245436668396, 0.3507234454154968, -0.18756717443466187]","[0.44148868322372437, 0.22609569132328033, -0.3163175582885742]","[0.3283867835998535, 0.15468594431877136, -0.3838673532009125]","[0.22062291204929352, 0.11172366142272949, -0.4273090362548828]","[0.5066364407539368, 0.4363030195236206, -0.18492703139781952]","[0.490418940782547, 0.34552204608917236, -0.3660002648830414]","[0.6560812592506409, 0.4485304355621338, -0.39527949690818787]","[0.7329717874526978, 0.5253106951713562, -0.3762185573577881]","[0.44664713740348816, 0.5505801439285278, -0.19388869404792786]","[0.48404747247695923, 0.5199742317199707, -0.36894622445106506]","[0.6497033834457397, 0.614393413066864, -0.3323339819908142]","[0.7154258489608765, 0.6689398884773254, -0.26665687561035156]","[0.41365090012550354, 0.682940661907196, -0.21124044060707092]","[0.4758463501930237, 0.6796934604644775, -0.3375125229358673]","[0.6141746044158936, 0.7300174832344055, -0.3171094059944153]","[0.6626982688903809, 0.7507175207138062, -0.27374839782714844]"
"[0.7401939630508423, 0.6846107244491577, -8.928322614565332e-08]","[0.7866484522819519, 0.5522079467773438, -0.08729909360408783]","[0.7063815593719482, 0.3641626834869385, -0.10644117742776871]","[0.555465817451477, 0.27121293544769287, -0.11587893217802048]","[0.4332250654697418, 0.23978188633918762, -0.12029646337032318]","[0.5172432661056519, 0.321161687374115, -0.04154787212610245]","[0.3595828115940094, 0.22831149399280548, -0.10366585105657578]","[0.24353989958763123, 0.18174485862255096, -0.1369638592004776]","[0.15167483687400818, 0.1407037228345871, -0.15949313342571259]","[0.45749908685684204, 0.41480645537376404, -0.03196175768971443]","[0.3387156128883362, 0.36747896671295166, -0.13097895681858063]","[0.44666266441345215, 0.4576369822025299, -0.15456809103488922]","[0.5369870066642761, 0.49091774225234985, -0.14229515194892883]","[0.4305855631828308, 0.516932487487793, -0.03506754711270332]","[0.337431401014328, 0.5040321350097656, -0.14477182924747467]","[0.45526373386383057, 0.5711541771888733, -0.13562509417533875]","[0.5381877422332764, 0.5712644457817078, -0.09765508025884628]","[0.4206642210483551, 0.6239867210388184, -0.044431351125240326]","[0.3401446044445038, 0.6113499402999878, -0.1220279261469841]","[0.4320921301841736, 0.6443173885345459, -0.11241475492715836]","[0.5041494965553284, 0.6399224996566772, -0.08513212203979492]"
"[0.8782448768615723, 0.4593055546283722, -2.536976069222874e-07]","[0.8303999900817871, 0.32690873742103577, -0.08014066517353058]","[0.6852858066558838, 0.24256691336631775, -0.121672622859478]","[0.5509539842605591, 0.2413170039653778, -0.15536601841449738]","[0.45444241166114807, 0.3149680197238922, -0.18327167630195618]","[0.462487131357193, 0.3180660307407379, -0.08873771876096725]","[0.2683626711368561, 0.3611716032028198, -0.17630521953105927]","[0.13091808557510376, 0.39436912536621094, -0.23206782341003418]","[0.028835058212280273, 0.43756264448165894, -0.2664399743080139]","[0.4739176630973816, 0.4526030421257019, -0.08304987847805023]","[0.39801812171936035, 0.4698850214481354, -0.18914848566055298]","[0.5840208530426025, 0.46015653014183044, -0.1981213241815567]","[0.6681073904037476, 0.44293373823165894, -0.17906495928764343]","[0.4996671974658966, 0.5709128379821777, -0.08780514448881149]","[0.4036332964897156, 0.5938097238540649, -0.18817833065986633]","[0.5514929294586182, 0.5644115209579468, -0.14624817669391632]","[0.6170095801353455, 0.5438181757926941, -0.09365221112966537]","[0.542360782623291, 0.6813241243362427, -0.10001397132873535]","[0.4575636684894562, 0.7113333940505981, -0.16238440573215485]","[0.5545463562011719, 0.6673810482025146, -0.12428423762321472]","[0.603447675704956, 0.6358746886253357, -0.08064302802085876]"
"[0.8114632368087769, 0.6058661341667175, 3.8418437497966806e-07]","[0.7979776859283447, 0.4382407069206238, -0.07232313603162766]","[0.6536401510238647, 0.2993541657924652, -0.09009864181280136]","[0.472947895526886, 0.2960255742073059, -0.10143433511257172]","[0.3515840172767639, 0.3458482623100281, -0.10604225844144821]","[0.44954991340637207, 0.31676095724105835, -0.021541764959692955]","[0.27911046147346497, 0.29659610986709595, -0.07083217054605484]","[0.16022881865501404, 0.2927999496459961, -0.10528640449047089]","[0.054305851459503174, 0.28495699167251587, -0.13381803035736084]","[0.41776078939437866, 0.4293329417705536, -0.022051189094781876]","[0.30399203300476074, 0.4146997928619385, -0.09028851985931396]","[0.4464917480945587, 0.44424012303352356, -0.11186296492815018]","[0.5295325517654419, 0.4376600682735443, -0.11075844615697861]","[0.4240977168083191, 0.5359511375427246, -0.03449680283665657]","[0.3342745900154114, 0.5374513268470764, -0.11633536219596863]","[0.4817596971988678, 0.546402633190155, -0.10728846490383148]","[0.5525107979774475, 0.5227460861206055, -0.0814865455031395]","[0.4538494944572449, 0.6401546001434326, -0.053566351532936096]","[0.3793877363204956, 0.637853741645813, -0.11408039927482605]","[0.48336613178253174, 0.6312764883041382, -0.10262767970561981]","[0.5418363809585571, 0.613075315952301, -0.0815327987074852]"
"[0.8235582113265991, 0.44236963987350464, -1.1185014869852239e-07]","[0.7300914525985718, 0.3101480007171631, -0.07271882891654968]","[0.5415260195732117, 0.2572062313556671, -0.09346489608287811]","[0.3800761103630066, 0.3273583948612213, -0.10793102532625198]","[0.2877109944820404, 0.4163612127304077, -0.1151287853717804]","[0.35196128487586975, 0.36077681183815, -0.028394531458616257]","[0.17646493017673492, 0.4313245415687561, -0.0870508998632431]","[0.07217428088188171, 0.48542773723602295, -0.12637200951576233]","[-0.019964605569839478, 0.5408244132995605, -0.1551593691110611]","[0.38778185844421387, 0.46775028109550476, -0.02629818022251129]","[0.27433842420578003, 0.5252460241317749, -0.10371813178062439]","[0.4138858914375305, 0.48075753450393677, -0.12324691563844681]","[0.478427916765213, 0.43557071685791016, -0.11890134960412979]","[0.4502240717411041, 0.5570279359817505, -0.03624124452471733]","[0.37240132689476013, 0.6190313696861267, -0.12378265708684921]","[0.4991690516471863, 0.550971269607544, -0.10946112871170044]","[0.5407508015632629, 0.4944414496421814, -0.07938441634178162]","[0.5292503237724304, 0.6352354884147644, -0.05303778871893883]","[0.45867040753364563, 0.682862401008606, -0.11360173672437668]","[0.5430853366851807, 0.6256003379821777, -0.09843409806489944]","[0.5809380412101746, 0.5774880647659302, -0.07476404309272766]"
"[0.8943444490432739, 0.684372067451477, 3.419489473799331e-07]","[0.8718113303184509, 0.5276148319244385, -0.06614997982978821]","[0.7274045348167419, 0.36813971400260925, -0.08833089470863342]","[0.5494764447212219, 0.331694096326828, -0.10817977786064148]","[0.41370007395744324, 0.33140650391578674, -0.1252690553665161]","[0.6314126253128052, 0.29372236132621765, -0.03576600179076195]","[0.44230496883392334, 0.24318116903305054, -0.10756781697273254]","[0.3129452168941498, 0.2053394615650177, -0.15910369157791138]","[0.17821139097213745, 0.1637796312570572, -0.19918294250965118]","[0.5721209645271301, 0.39730775356292725, -0.0505240298807621]","[0.3943161964416504, 0.3522932529449463, -0.12953123450279236]","[0.4042007625102997, 0.3678796589374542, -0.16509892046451569]","[0.35194820165634155, 0.33894532918930054, -0.18174253404140472]","[0.5523319244384766, 0.5117323398590088, -0.07739325612783432]","[0.4112917184829712, 0.49787604808807373, -0.17089538276195526]","[0.5156811475753784, 0.544754683971405, -0.16431844234466553]","[0.5388109683990479, 0.5260201692581177, -0.14277538657188416]","[0.5495386719703674, 0.6401247978210449, -0.11149225383996964]","[0.45852208137512207, 0.6169266700744629, -0.18191911280155182]","[0.5290098190307617, 0.6318156719207764, -0.17093700170516968]","[0.5496276021003723, 0.6162023544311523, -0.15305328369140625]"
"[0.716736376285553, 0.6118437051773071, -2.446982136916631e-07]","[0.7759753465652466, 0.4957253932952881, -0.09404001384973526]","[0.6685690879821777, 0.3407864570617676, -0.12043194472789764]","[0.505210816860199, 0.27313748002052307, -0.13529212772846222]","[0.38049638271331787, 0.26156294345855713, -0.14357316493988037]","[0.47076690196990967, 0.30851539969444275, -0.06634022295475006]","[0.30085456371307373, 0.24832840263843536, -0.13847139477729797]","[0.1874828040599823, 0.2214498668909073, -0.1684228479862213]","[0.09320381283760071, 0.19970111548900604, -0.18659140169620514]","[0.4327216148376465, 0.41559934616088867, -0.05491826683282852]","[0.3249852657318115, 0.3918997347354889, -0.14908872544765472]","[0.4660213887691498, 0.4622892737388611, -0.15016378462314606]","[0.5403531789779663, 0.4609983563423157, -0.12538523972034454]","[0.420590341091156, 0.5179086923599243, -0.05897804722189903]","[0.3392367362976074, 0.5135301947593689, -0.16929040849208832]","[0.48059749603271484, 0.5593820214271545, -0.1366613805294037]","[0.5427746176719666, 0.5431238412857056, -0.08616992086172104]","[0.4220137596130371, 0.6242010593414307, -0.07106193155050278]","[0.35223519802093506, 0.6250443458557129, -0.15109486877918243]","[0.4559616148471832, 0.6387453079223633, -0.1334349811077118]","[0.5102460384368896, 0.6245235204696655, -0.10219915211200714]"
"[0.5804554224014282, 0.7336459159851074, -4.5436971163326234e-07]","[0.7002804279327393, 0.6656008362770081, -0.09039592742919922]","[0.7230464220046997, 0.4693186283111572, -0.10966982692480087]","[0.6271541714668274, 0.30873751640319824, -0.1165740042924881]","[0.527048647403717, 0.2278735190629959, -0.11477669328451157]","[0.5881988406181335, 0.2979201078414917, -0.05069500580430031]","[0.49487823247909546, 0.1551894247531891, -0.11215508729219437]","[0.4188879728317261, 0.07937604188919067, -0.14346106350421906]","[0.35293644666671753, 0.012363344430923462, -0.16475704312324524]","[0.48659467697143555, 0.3519124388694763, -0.041574858129024506]","[0.42047691345214844, 0.29170191287994385, -0.12129691243171692]","[0.4806094765663147, 0.43360936641693115, -0.1333235204219818]","[0.5368906855583191, 0.4853101968765259, -0.12289240211248398]","[0.41364380717277527, 0.42701488733291626, -0.047532204538583755]","[0.3535975217819214, 0.40547123551368713, -0.14740806818008423]","[0.4377966523170471, 0.5301531553268433, -0.1343618929386139]","[0.5001237988471985, 0.5527704954147339, -0.10305243730545044]","[0.35122740268707275, 0.510543704032898, -0.06085813418030739]","[0.2972143590450287, 0.4850601553916931, -0.1385437250137329]","[0.3677813410758972, 0.5696622133255005, -0.1316336989402771]","[0.42291486263275146, 0.5917946100234985, -0.11092468351125717]"
"[0.829024612903595, 0.44361990690231323, -5.479511955286398e-08]","[0.7336543798446655, 0.3155042827129364, -0.07639787346124649]","[0.5515638589859009, 0.25732600688934326, -0.10174398869276047]","[0.3902084231376648, 0.3268320560455322, -0.12056857347488403]","[0.2947113513946533, 0.41369813680648804, -0.13204540312290192]","[0.3500480055809021, 0.3546067476272583, -0.03535005822777748]","[0.16521941125392914, 0.4299013018608093, -0.09410011768341064]","[0.05061742663383484, 0.48385384678840637, -0.13283006846904755]","[-0.04611673951148987, 0.5354688167572021, -0.16177970170974731]","[0.3863373398780823, 0.46462729573249817, -0.03262843191623688]","[0.27339011430740356, 0.5242905616760254, -0.11093005537986755]","[0.4163483679294586, 0.48435330390930176, -0.1286078542470932]","[0.48436760902404785, 0.43663960695266724, -0.12270798534154892]","[0.44995084404945374, 0.5553797483444214, -0.04192658141255379]","[0.3727039694786072, 0.6190088391304016, -0.128327876329422]","[0.5001224875450134, 0.5535690784454346, -0.11129417270421982]","[0.5455528497695923, 0.49503836035728455, -0.07995061576366425]","[0.530055046081543, 0.6343420743942261, -0.05869908630847931]","[0.45999762415885925, 0.6843312382698059, -0.11837432533502579]","[0.5425655245780945, 0.6287224292755127, -0.10206230729818344]","[0.5809975266456604, 0.5777689814567566, -0.07751855999231339]"
"[0.8455108404159546, 0.5664882063865662, 3.0676253004457976e-07]","[0.816116988658905, 0.33478230237960815, -0.0764426589012146]","[0.6992191076278687, 0.2132382094860077, -0.1455879658460617]","[0.5679507255554199, 0.20832692086696625, -0.2135666459798813]","[0.4279078245162964, 0.25192031264305115, -0.28484785556793213]","[0.49564582109451294, 0.28216126561164856, -0.1874527633190155]","[0.2651166021823883, 0.3376238942146301, -0.3424991965293884]","[0.13696002960205078, 0.39662379026412964, -0.4565049707889557]","[0.012165963649749756, 0.45562034845352173, -0.5279791951179504]","[0.5183411240577698, 0.41130614280700684, -0.2188127338886261]","[0.3718084692955017, 0.41803815960884094, -0.3694489598274231]","[0.47008511424064636, 0.38712161779403687, -0.4392280876636505]","[0.5472566485404968, 0.37058746814727783, -0.47830313444137573]","[0.5895077586174011, 0.5294538736343384, -0.25710374116897583]","[0.5224260091781616, 0.5203894972801208, -0.4051499664783478]","[0.666474461555481, 0.4713970422744751, -0.4254975914955139]","[0.7470904588699341, 0.4419887065887451, -0.4214344620704651]","[0.6812081336975098, 0.6230279803276062, -0.30038654804229736]","[0.672960638999939, 0.6144108772277832, -0.4124947786331177]","[0.7606250047683716, 0.5679222345352173, -0.42060261964797974]","[0.803074836730957, 0.5336956977844238, -0.4146955907344818]"
"[0.7377089262008667, 0.7525956034660339, -4.5481186816687114e-07]","[0.7931212782859802, 0.6250052452087402, -0.11427567899227142]","[0.7216053009033203, 0.4372175335884094, -0.144667387008667]","[0.571617841720581, 0.3372865319252014, -0.1563875526189804]","[0.44055214524269104, 0.29766738414764404, -0.156764417886734]","[0.5488401055335999, 0.31129321455955505, -0.07258528470993042]","[0.3810758888721466, 0.20786018669605255, -0.14682678878307343]","[0.26345863938331604, 0.16129297018051147, -0.18965254724025726]","[0.1585194170475006, 0.1151919811964035, -0.21872764825820923]","[0.4761720895767212, 0.4029908776283264, -0.05206405743956566]","[0.36269062757492065, 0.3855004906654358, -0.15132790803909302]","[0.4799176752567291, 0.48586422204971313, -0.17147496342658997]","[0.5572280287742615, 0.5062298774719238, -0.16292661428451538]","[0.42675352096557617, 0.5005448460578918, -0.04802018404006958]","[0.33127036690711975, 0.4993060827255249, -0.16196750104427338]","[0.46208456158638, 0.5810891389846802, -0.14923854172229767]","[0.5311964154243469, 0.5774216651916504, -0.11397551000118256]","[0.3938191831111908, 0.6044452786445618, -0.05382515862584114]","[0.31892332434654236, 0.600150465965271, -0.14170679450035095]","[0.4202650487422943, 0.6526978015899658, -0.13476252555847168]","[0.48021259903907776, 0.6512715816497803, -0.11036241799592972]"
"[0.8829803466796875, 0.6925857067108154, -2.0538326594987666e-08]","[0.8688108325004578, 0.5027308464050293, -0.09776045382022858]","[0.722743809223175, 0.3504013419151306, -0.13341543078422546]","[0.5381208658218384, 0.32357797026634216, -0.15291258692741394]","[0.3966861069202423, 0.3394913971424103, -0.16046671569347382]","[0.5975057482719421, 0.29475101828575134, -0.08725890517234802]","[0.4043504595756531, 0.2389458566904068, -0.18838882446289062]","[0.2921956777572632, 0.22233745455741882, -0.25564730167388916]","[0.17050576210021973, 0.19121667742729187, -0.2993907332420349]","[0.5467756390571594, 0.4093060791492462, -0.0757673904299736]","[0.42527735233306885, 0.40122056007385254, -0.16768422722816467]","[0.5634393095970154, 0.4794577360153198, -0.17900505661964417]","[0.6261804699897766, 0.48198679089546204, -0.17311903834342957]","[0.5185632705688477, 0.5301185846328735, -0.0818454846739769]","[0.4030910134315491, 0.5187405943870544, -0.18092523515224457]","[0.5529577732086182, 0.580925464630127, -0.1548124998807907]","[0.6164789795875549, 0.5672000646591187, -0.1178366094827652]","[0.5139036178588867, 0.6520577669143677, -0.09724682569503784]","[0.4243842661380768, 0.6391671895980835, -0.1663641631603241]","[0.527520477771759, 0.667805552482605, -0.14683152735233307]","[0.5790882110595703, 0.6635386943817139, -0.1202056035399437]"
"[0.7148041725158691, 0.7476898431777954, -4.6530510644515743e-07]","[0.7964451313018799, 0.6368297934532166, -0.12968352437019348]","[0.7303916215896606, 0.4400923550128937, -0.16142770648002625]","[0.5687678456306458, 0.3349577784538269, -0.17060035467147827]","[0.43001413345336914, 0.3023524880409241, -0.16702276468276978]","[0.5513690114021301, 0.3124430775642395, -0.08473269641399384]","[0.384650319814682, 0.20931382477283478, -0.16813889145851135]","[0.26910191774368286, 0.16221870481967926, -0.2068575620651245]","[0.16455262899398804, 0.11069315671920776, -0.23041245341300964]","[0.4723730981349945, 0.40454283356666565, -0.05715024843811989]","[0.35834139585494995, 0.38468867540359497, -0.16612151265144348]","[0.48204606771469116, 0.4959346055984497, -0.1775171160697937]","[0.5541530251502991, 0.5091699361801147, -0.15757931768894196]","[0.4183357059955597, 0.4991576671600342, -0.049247901886701584]","[0.32533520460128784, 0.49684831500053406, -0.1772306114435196]","[0.46362125873565674, 0.5874767899513245, -0.15680646896362305]","[0.529381275177002, 0.580235481262207, -0.11076179891824722]","[0.38204479217529297, 0.601707398891449, -0.052294980734586716]","[0.31127017736434937, 0.5974091291427612, -0.15058395266532898]","[0.4202217757701874, 0.6553156971931458, -0.14223584532737732]","[0.4779778718948364, 0.6557120084762573, -0.11300848424434662]"
"[0.8218342661857605, 0.4330717921257019, -3.8282254877231026e-07]","[0.7373455762863159, 0.2880277931690216, -0.10601599514484406]","[0.5221818685531616, 0.2398013472557068, -0.1290779560804367]","[0.33077627420425415, 0.3093292713165283, -0.1375533491373062]","[0.21778348088264465, 0.38747385144233704, -0.1318051666021347]","[0.336627721786499, 0.3537041246891022, -0.04192354157567024]","[0.15528729557991028, 0.4256652891635895, -0.10603875666856766]","[0.048062533140182495, 0.48824676871299744, -0.12606771290302277]","[-0.03846666216850281, 0.5512057542800903, -0.134782612323761]","[0.37707024812698364, 0.47107580304145813, -0.02353345789015293]","[0.2745116949081421, 0.5139870643615723, -0.10585225373506546]","[0.4491839110851288, 0.45903918147087097, -0.09365260601043701]","[0.48891717195510864, 0.42333611845970154, -0.058041762560606]","[0.42874714732170105, 0.5728615522384644, -0.02434619888663292]","[0.33489853143692017, 0.6165387034416199, -0.13344605267047882]","[0.4979398250579834, 0.5401505827903748, -0.08899157494306564]","[0.5334917306900024, 0.5102128386497498, -0.028668003156781197]","[0.5013461112976074, 0.6781948804855347, -0.03540867194533348]","[0.41607311367988586, 0.7069903612136841, -0.11635628342628479]","[0.5219101905822754, 0.6337358951568604, -0.08908259123563766]","[0.5623087286949158, 0.6084614396095276, -0.048490867018699646]"
"[0.8343690037727356, 0.5067766904830933, -2.425272214168217e-07]","[0.7820413112640381, 0.3577892780303955, -0.13396990299224854]","[0.5760831832885742, 0.266644686460495, -0.1601177453994751]","[0.3722846806049347, 0.316297322511673, -0.16273553669452667]","[0.23948679864406586, 0.38065338134765625, -0.14553871750831604]","[0.3813222646713257, 0.3218391239643097, -0.055471234023571014]","[0.20549361407756805, 0.365156352519989, -0.1335425078868866]","[0.1083688735961914, 0.40939071774482727, -0.16050933301448822]","[0.009265750646591187, 0.44503307342529297, -0.170951709151268]","[0.39434704184532166, 0.448986291885376, -0.024359339848160744]","[0.2957879304885864, 0.49344635009765625, -0.1129799485206604]","[0.47370049357414246, 0.47752895951271057, -0.10412014275789261]","[0.5073050260543823, 0.4341486096382141, -0.07102587074041367]","[0.4208824336528778, 0.5566690564155579, -0.01830156333744526]","[0.3346496522426605, 0.6068384647369385, -0.13653860986232758]","[0.5128122568130493, 0.5680257678031921, -0.10208972543478012]","[0.5367868542671204, 0.5230952501296997, -0.04761124402284622]","[0.46611031889915466, 0.6639588475227356, -0.024706760421395302]","[0.3953239321708679, 0.6937893033027649, -0.10942064225673676]","[0.5178892016410828, 0.6541543006896973, -0.09082832932472229]","[0.5523080825805664, 0.6292080283164978, -0.056553322821855545]"
